District,Crop,Season,Area (hectares),Yield (quintals),Production (metric tons)
Alwar,Coriander,Rabi,10884.29657120593,33.0175355139796,3593.7264858447825
Alwar,Oilseeds,Kharif,19413.510982480824,40.03166800720681,7771.552265049357
Kota,Garlic,Rabi,12992.78178402025,41.113764968753884,5341.821765585153
Kota,Oilseeds,Kharif,13183.153380789408,54.45833758647163,7179.326172652643
Nagaur,Barley,Kharif,17033.777614017807,46.41523387584808,7906.267717438221
Bhilwara,Pulses,Rabi,20000.0,42.631640057027575,8526.328011405514
Hanumangarh,Chilli,Kharif,17226.28611602792,36.28271734735297,6250.164700924719
Bhilwara,Citrus,Kharif,18905.223868196394,43.029040189631196,8134.736376185976
Jodhpur,Cumin,Rabi,15096.0124471973,41.514400351961505,6267.019044511429
Ajmer,Sugarcane,Rabi,16379.916428817349,29.711354414620097,4866.695022984506
Hanumangarh,Sugarcane,Rabi,20000.0,45.12633981682023,9025.267963364045
Nagaur,Onion,Rabi,13904.035346063674,40.043974629933956,5567.728386514787
Sri Ganganagar,Garlic,Kharif,10958.62113141091,34.805406990083014,3814.1926852888073
Jaipur,Tomato,Rabi,18601.241723833275,46.47671246672123,8645.245631225771
Jodhpur,Fennel,Rabi,11859.26705195418,34.1837710575779,4053.944698146785
Jaipur,Tomato,Kharif,18557.11246398899,36.138334125990575,6706.231306372184
Jodhpur,Tomato,Rabi,17988.14305741745,41.031317967673694,7380.7721743689735
Ajmer,Bajra,Kharif,10734.56799977447,53.51135499585205,5744.212789630452
Nagaur,Fennel,Kharif,14031.960483473593,28.418373726515522,3987.6549713505
Kota,Bajra,Rabi,18984.582425547174,47.646612790756166,9045.510478242408
Nagaur,Guava,Kharif,16367.663316244823,48.56444373314866,7948.86464164893
Kota,Mango,Kharif,13069.445308859571,35.22406889101337,4603.59041926601
Sri Ganganagar,Chilli,Rabi,15171.039374691254,29.152248691273563,4422.699127561028
Alwar,Barley,Kharif,19585.405279237595,49.0465735736361,9605.970209976076
Kota,Opium,Rabi,16614.888237148898,34.59265107657283,5747.530314639461
Udaipur,Maize,Kharif,13905.141811371344,34.11154774316384,4743.259087740574
Nagaur,Fennel,Kharif,11865.572417936899,32.69316935345067,3879.2316853524417
Alwar,Tomato,Rabi,20000.0,36.335114546249315,7267.022909249864
Jodhpur,Pomegranate,Kharif,14336.239129242684,41.194799142680544,5905.784913905897
Udaipur,Tomato,Kharif,15922.220093427302,35.88903014810267,5714.330369577386
Jaipur,Mustard,Kharif,17581.420465079238,38.487917044004305,6766.722523757293
Udaipur,Mustard,Kharif,14498.634858640766,31.306084182229565,4538.954834120158
Alwar,Bajra,Kharif,14253.926621449358,36.810863645568254,5246.9934927610775
Sri Ganganagar,Mango,Rabi,16472.924854914752,42.03086039070394,6923.712048034789
Bhilwara,Mango,Rabi,16988.643806002237,29.217039840671156,4963.578829189387
Bhilwara,Wheat,Rabi,15543.06467611112,41.98044639822061,6525.04793499559
Kota,Tomato,Kharif,16199.063855257926,23.38740537169768,3788.54073024933
Alwar,Bajra,Rabi,13414.14995475073,49.812753418086416,6681.957440092332
Sri Ganganagar,Oilseeds,Kharif,18714.849214300906,27.391642276589863,5126.304549384493
Udaipur,Cotton,Rabi,15926.499037796892,40.13402659865174,6391.945360063417
Kota,Barley,Kharif,15722.259538465705,51.21337483020996,8051.89970921288
Ajmer,Citrus,Rabi,16696.528936894632,35.09293084094286,5859.301352662446
Jaipur,Bajra,Kharif,17260.024863313596,27.97563149460821,4828.600951638366
Nagaur,Maize,Kharif,18869.258262248237,26.93075656823699,5081.634008838018
Udaipur,Gram,Kharif,14584.63204804868,37.16577711081949,5420.49183941092
Bhilwara,Mustard,Rabi,14372.930228141924,31.63592498842186,4547.00942561319
Jodhpur,Gram,Kharif,13258.429650585833,36.20133543362754,4799.728591040109
Sri Ganganagar,Pulses,Kharif,20000.0,46.08634799667309,9217.269599334619
Kota,Fennel,Rabi,11412.350813894447,27.897836816719245,3183.7990070118035
Nagaur,Wheat,Rabi,18589.894459936953,33.8071155012168,6284.707091625189
Ajmer,Fennel,Rabi,14597.948499981247,48.06785256327478,7016.920362233769
Nagaur,Fenugreek,Kharif,12645.30506075328,49.51350639600975,6261.133930051021
Jodhpur,Gram,Rabi,14637.155554176656,45.64916067597504,6681.738657318506
Nagaur,Pomegranate,Kharif,12337.523466593699,46.93411915375471,5790.507964433536
Udaipur,Pulses,Rabi,17167.144073483316,30.733951731976173,5276.141773303171
Jodhpur,Maize,Kharif,20000.0,42.69688969719516,8539.377939439031
Jaipur,Fenugreek,Kharif,15674.054177255657,32.94661201648515,5164.069817034105
Nagaur,Chilli,Rabi,10744.902801200904,36.00204481202037,3868.3847214963816
Sri Ganganagar,Fennel,Rabi,10423.031056289716,50.22553884764335,5235.023512278722
Ajmer,Onion,Kharif,13344.42556232266,34.935141672107555,4661.893975526356
Bhilwara,Fennel,Rabi,13307.257204027834,38.91228068692014,5178.157274961712
Jaipur,Guava,Kharif,19626.329857703626,33.97672903470693,6668.384915209743
Nagaur,Citrus,Kharif,20000.0,43.33031712433127,8666.063424866254
Kota,Onion,Rabi,18072.187577434386,26.923274718062554,4865.624709036234
Jodhpur,Wheat,Kharif,17335.083228499912,28.718323106835907,4978.345212399527
Jaipur,Pomegranate,Kharif,12545.403349733078,40.70052854537795,5106.045471490913
Hanumangarh,Citrus,Kharif,14489.446132425215,40.61699517541855,5885.17763655202
Jodhpur,Fennel,Rabi,17089.162342370146,34.98762234768401,5979.091582731097
Sri Ganganagar,Mustard,Rabi,15265.220658875542,56.65060314589877,8647.839574805337
Kota,Garlic,Kharif,11574.932657599486,34.09496679703844,3946.4694463881037
Jodhpur,Sugarcane,Kharif,12849.533038191585,35.17638279206786,4520.000928507499
Ajmer,Barley,Rabi,14751.957942471903,26.82471070534174,3957.170041441772
Alwar,Gram,Kharif,19540.349229726395,42.85005900274506,8373.051174280201
Jaipur,Sugarcane,Rabi,11927.439527012386,33.174952566553955,3956.9224054907663
Kota,Opium,Rabi,18663.101086576058,30.789476527608535,5746.271128375189
Udaipur,Chilli,Kharif,14320.547703450504,26.374998739672236,3777.0442762992316
Kota,Cotton,Rabi,13883.37967178684,49.107362971422525,6817.761648125053
Jaipur,Mango,Kharif,20000.0,36.70695442892013,7341.390885784025
Jodhpur,Cotton,Rabi,13533.451734641178,33.21590697099659,4495.258738143138
Hanumangarh,Guava,Rabi,15422.658740733612,30.86032672608367,4759.482877239294
Nagaur,Oilseeds,Kharif,15969.503142554344,28.505694661628677,4552.217804795738
Jodhpur,Cumin,Rabi,13601.890494395273,25.812759825214805,3511.0233250069746
Hanumangarh,Wheat,Rabi,16540.80031970915,43.991912238476274,7276.614360188052
Jaipur,Maize,Rabi,11490.249492869136,26.225880195718176,3013.419066188975
Alwar,Pulses,Rabi,14917.45528484809,56.83525575434636,8478.37386318367
Jaipur,Garlic,Kharif,19983.77764364361,29.213579430242948,5837.976755088959
Ajmer,Citrus,Kharif,13193.363818914659,33.27128145910918,4389.601210115372
Jodhpur,Cumin,Kharif,12004.843682435127,28.829588574935872,3460.9470427102283
Jaipur,Oilseeds,Rabi,17298.240835154073,50.642956144447815,8760.34051990804
Jaipur,Pomegranate,Rabi,14699.537770560142,45.96904634329827,6757.237329999425
Sri Ganganagar,Sugarcane,Kharif,12366.052239730318,24.913860947299078,3080.8610596767744
Bhilwara,Wheat,Kharif,14320.563324295419,31.119491753343418,4456.486522736434
Nagaur,Sugarcane,Rabi,17740.753878699747,33.65867950647899,5971.303490064788
Nagaur,Onion,Rabi,19478.065706878566,42.137304172154224,8207.531793759483
Hanumangarh,Maize,Rabi,14935.898116954691,23.279503799724587,3477.00296965946
Alwar,Wheat,Rabi,7727.279219181175,41.94561984196101,3241.2551654045888
Jaipur,Mango,Rabi,17210.5316912773,42.73614072579794,7355.11704324232
Alwar,Sugarcane,Rabi,15200.972151674616,31.684376927493602,4816.333313179919
Ajmer,Citrus,Kharif,10312.362429340372,46.43570100410813,4788.617784148477
Kota,Opium,Kharif,17382.794038865482,23.898236579615233,4154.181243555327
Ajmer,Chilli,Kharif,15880.673796499888,36.752827817099046,5836.59669662277
Udaipur,Tomato,Rabi,16399.28994730058,39.37841316357662,6457.780151340908
Hanumangarh,Pulses,Kharif,10154.604552283472,30.000505519420113,3046.432699183089
Nagaur,Barley,Kharif,12796.225269605853,38.193600093382486,4887.339106521615
Kota,Maize,Kharif,15601.707591692828,35.14582669743736,5483.3491120172885
Udaipur,Pomegranate,Kharif,11952.534543064809,33.15468698719074,3962.8254147889866
Sri Ganganagar,Maize,Rabi,16286.44950099172,51.95658877802741,8461.883593771365
Kota,Cumin,Rabi,15529.324665831675,27.825094188284016,4321.049215072086
Kota,Tomato,Kharif,12517.229338053841,33.133822019963766,4147.436490701449
Jodhpur,Garlic,Kharif,11783.58296404318,34.76740156691572,4096.845608079562
Ajmer,Tomato,Kharif,16309.679412473004,39.89058980605122,6506.02731311159
Jodhpur,Mustard,Rabi,7911.202693374485,40.62695737602707,3214.0809461683575
Sri Ganganagar,Opium,Rabi,16857.462783015595,36.625269161711316,6174.091118114773
Udaipur,Pulses,Rabi,15062.381123026224,39.6646159099839,5974.435619346271
Udaipur,Pomegranate,Rabi,14451.31067668548,47.694384113750786,6892.46362360985
Sri Ganganagar,Oilseeds,Rabi,13062.107462626394,44.90216515963705,5865.16906619778
Bhilwara,Garlic,Rabi,13551.769433453903,24.759049612950026,3355.2893174614483
Jodhpur,Pulses,Rabi,15368.010947984387,29.409184614166527,4519.606711218052
Ajmer,Pulses,Rabi,15969.237819348087,44.44130944706542,7096.938395634285
Udaipur,Fenugreek,Rabi,14124.566193253368,33.37440997847053,4713.990629016827
Sri Ganganagar,Mustard,Rabi,17649.329331441477,49.54040203478163,8743.548707238744
Ajmer,Fennel,Kharif,14458.560259228123,59.67567978385601,8628.244121652837
Jodhpur,Mango,Rabi,15896.25872509706,24.107683575612327,3832.2197538070654
Bhilwara,Barley,Rabi,13720.92721138337,53.627695198645334,7358.21702334866
Alwar,Pomegranate,Kharif,15339.811231613294,22.03535304728232,3380.1815616726553
Alwar,Oilseeds,Kharif,17757.68680372561,28.33888919471859,5032.331186852965
Kota,Cotton,Kharif,20000.0,40.05469038784439,8010.938077568878
Kota,Barley,Rabi,13658.034313023747,46.45743647020235,6345.172614051446
Bhilwara,Citrus,Kharif,15203.56653158221,28.7864142729251,4376.561646041045
Sri Ganganagar,Pomegranate,Rabi,16454.198451883425,32.47792344012253,5343.981975888526
Hanumangarh,Maize,Rabi,13069.350503047614,54.85760983051002,7169.533306343659
Udaipur,Onion,Kharif,13995.674003680377,32.24455972725192,4512.843463348188
Nagaur,Chilli,Kharif,12134.632261951941,36.17982439072004,4390.288642833872
Kota,Wheat,Kharif,20000.0,35.66547313282517,7133.094626565035
Jaipur,Cotton,Rabi,15072.658370018275,51.60189256935651,7777.776979442951
Bhilwara,Chilli,Kharif,14761.075826262855,46.16922812483588,6815.074771907301
Ajmer,Oilseeds,Rabi,11812.819415559361,32.53259143136307,3843.0162769886583
Ajmer,Cotton,Rabi,14438.567204986353,48.44843490928559,6995.2598341412695
Ajmer,Cumin,Kharif,18562.158154694254,42.64099792339963,7915.089473281333
Kota,Oilseeds,Rabi,16738.899519640727,41.11008020497667,6881.375017954757
Udaipur,Cumin,Rabi,15583.152904732007,41.08231672390158,6401.9202318918715
Udaipur,Cumin,Rabi,16015.451530385073,37.92336084519525,6073.597474855275
Ajmer,Onion,Kharif,15505.382928808844,33.2611959416086,5157.275797447839
Jaipur,Mustard,Rabi,11980.372304161076,34.328186301645914,4112.644524203203
Ajmer,Wheat,Kharif,18951.345202019595,24.72171434358997,4685.097425110927
Nagaur,Bajra,Rabi,8634.435302974216,31.48161904041666,2718.2600283735887
Kota,Mango,Rabi,18890.983639683327,25.489399486650985,4815.198286876764
Nagaur,Opium,Rabi,12002.093303115267,42.1200231963178,5055.284483315856
Hanumangarh,Guava,Rabi,17521.86007951366,36.217239973193074,6345.93411276458
Alwar,Cumin,Rabi,14283.203702490917,32.18831870658102,4597.523129267956
Udaipur,Pulses,Rabi,13824.725552868535,39.31395275714528,5435.0460726597275
Alwar,Fennel,Kharif,19846.127068408325,39.90059524852855,7918.722834074271
Kota,Opium,Kharif,18651.475562476488,35.233256371860186,6571.522202062192
Nagaur,Oilseeds,Kharif,17994.93269444388,31.260452105206966,5625.297316310858
Sri Ganganagar,Pulses,Rabi,16211.19027100983,43.11619861508433,6989.6489951178255
Nagaur,Pomegranate,Rabi,12288.894417809615,30.510591873630595,3749.4144215992646
Udaipur,Coriander,Rabi,11462.880626520593,45.85960601057218,5256.831892784552
Jodhpur,Onion,Rabi,13606.14810810482,33.9486541104422,4619.104158974981
Jodhpur,Maize,Kharif,15849.863614638427,48.276371492424346,7651.739039645444
Kota,Fennel,Rabi,16760.081404425822,43.378760504389014,7270.315572766516
Udaipur,Tomato,Rabi,17613.891892371732,27.372935423589333,4821.439253279751
Ajmer,Opium,Rabi,15379.138738639236,40.308246766144485,6199.061193278424
Jodhpur,Wheat,Rabi,11999.006026183277,32.30014770483092,3875.6966695687615
Alwar,Oilseeds,Kharif,16541.723548976744,37.99737564927109,6285.420835768632
Alwar,Guava,Kharif,16051.890297820677,28.882725681306937,4636.22344138387
Bhilwara,Cumin,Rabi,16904.16440568531,32.29191216205388,5458.677921613079
Jodhpur,Barley,Kharif,16229.455970785537,24.886695894751224,4038.9753528219417
Sri Ganganagar,Gram,Rabi,17017.721103608194,39.91839793239455,6793.201629163404
Alwar,Oilseeds,Rabi,14602.09876085228,34.90705167855905,5097.162160604936
Jodhpur,Mango,Kharif,18321.242007860918,42.0996405314922,7713.17702621419
Alwar,Fennel,Rabi,8481.991361957891,43.58813013648688,3697.141433015782
Alwar,Oilseeds,Rabi,13394.015442138232,27.28219406360711,3654.1812858336566
Ajmer,Bajra,Kharif,15995.940991707044,43.238206166677394,6916.357944294353
Hanumangarh,Cotton,Kharif,17128.35545141712,31.022515443954635,5313.646715211321
Jodhpur,Barley,Kharif,16539.317394528247,38.27437611755307,6330.320546857619
Bhilwara,Pulses,Rabi,17216.43144266251,36.11424770425139,6217.58469703576
Alwar,Mustard,Kharif,12193.683893866215,50.54923232015932,6163.813599896282
Nagaur,Onion,Rabi,13392.109664657855,29.64074447984288,3969.521006161578
Ajmer,Oilseeds,Kharif,16101.861940204022,58.511930362151695,9421.510245461985
Bhilwara,Gram,Kharif,14329.602052884444,43.06319591174747,6170.784605407415
Bhilwara,Onion,Kharif,14941.741182336802,26.45139533482127,3952.299030045706
Hanumangarh,Pomegranate,Rabi,17399.82570582615,28.73552557430769,4999.931365582637
Alwar,Guava,Rabi,11838.952742560938,32.28487412460827,3822.1909906076576
Sri Ganganagar,Tomato,Kharif,17850.922775920728,36.987996041407136,6602.698609712204
Sri Ganganagar,Cumin,Rabi,14686.652344387585,28.292427200405825,4155.210422712553
Jodhpur,Mustard,Kharif,15210.156489339544,50.45671716533628,7674.5456402310965
Alwar,Cumin,Rabi,12217.940597428278,39.76587391881193,4858.570853448666
Alwar,Chilli,Kharif,17925.59288934729,51.60310405897474,9250.162351878058
Bhilwara,Cumin,Rabi,15568.74484979623,40.60107349723886,6321.077539063357
Jodhpur,Pomegranate,Rabi,6890.303121002288,40.098130543285215,2762.882740287553
Hanumangarh,Cumin,Rabi,13037.77295061773,22.87998473468753,2983.040460844556
Bhilwara,Oilseeds,Rabi,16533.607798574943,56.07682480244123,9271.522278729632
Ajmer,Pulses,Rabi,14587.654456116925,38.97511676460344,5685.555357488449
Alwar,Bajra,Rabi,19836.834773965937,51.881941153607414,10291.73494416734
Sri Ganganagar,Mango,Rabi,19919.89358811418,29.192468390472644,5815.10863912602
Hanumangarh,Pomegranate,Kharif,15226.300916704779,38.97998335881397,5935.209563494461
Hanumangarh,Tomato,Rabi,14261.812535610154,40.89750911181558,5832.726081261219
Nagaur,Cumin,Kharif,20000.0,27.32378036444448,5464.756072888896
Kota,Pulses,Rabi,15369.614420353457,50.77712850372215,7804.248864749485
Nagaur,Gram,Kharif,15130.807339117362,54.60054643313953,8261.503486903659
Udaipur,Citrus,Kharif,13132.051914796644,35.24896324877403,4628.912153256595
Bhilwara,Cumin,Kharif,12772.588242905855,22.512946663253672,2875.4859786424045
Sri Ganganagar,Pomegranate,Rabi,13164.692727284144,40.30627573329731,5306.197350100485
Alwar,Barley,Kharif,13712.09332644822,43.968403275999236,6028.988491354132
Udaipur,Opium,Rabi,10781.0476089845,26.01426956966515,2804.610787435167
Bhilwara,Cotton,Kharif,10485.838877906994,27.444407443150762,2877.776345485103
Sri Ganganagar,Sugarcane,Kharif,15247.319258803509,39.35605476687678,6000.74331797526
Jodhpur,Maize,Rabi,14072.37276885041,30.066599440573047,4231.083952194531
Bhilwara,Mango,Kharif,15957.52353125754,49.01341019324319,7821.326465058564
Nagaur,Fennel,Rabi,9374.482591062766,30.040001234321924,2816.094686066549
Ajmer,Citrus,Kharif,14519.60161330008,46.940378288984604,6815.555923336568
Udaipur,Barley,Rabi,15639.589884713067,24.63714599273657,3853.1485925620195
Hanumangarh,Pomegranate,Rabi,14042.838193000145,40.969567949573694,5753.290135529881
Hanumangarh,Cumin,Rabi,18228.021415795796,29.405969595730877,5360.126435432225
Ajmer,Barley,Rabi,20000.0,25.670108786979196,5134.021757395839
Jaipur,Guava,Rabi,12874.779699268613,27.028342273595165,3479.8395240896666
Bhilwara,Chilli,Kharif,9590.580971232164,34.40846657664412,3299.971847992411
Jodhpur,Fenugreek,Rabi,15801.37995303445,32.62796482979089,5155.6686936977085
Bhilwara,Coriander,Kharif,10256.4278939036,32.074548664866406,3289.702956107042
Bhilwara,Cumin,Kharif,13550.81684494968,34.09954099667942,4620.7663454285575
Sri Ganganagar,Opium,Rabi,19836.661884766272,35.007986261872794,6944.415867433134
Alwar,Barley,Rabi,14194.408056282504,42.21525528073344,5992.205596548652
Ajmer,Maize,Rabi,8544.553796012086,38.926080890015385,3326.059922326545
Sri Ganganagar,Fennel,Kharif,14366.609283516917,34.09733021198284,4898.630207666145
Jaipur,Onion,Rabi,14606.229098723086,41.50079786905326,6061.701614551907
Nagaur,Wheat,Rabi,14325.432054575764,29.274618486308647,4193.715580492421
Sri Ganganagar,Opium,Kharif,15505.964015900183,37.16826527235262,5763.297838465322
Alwar,Guava,Kharif,11728.802767671463,35.71618152774863,4189.080487533145
Bhilwara,Sugarcane,Kharif,14704.235603147215,39.6868463596746,5835.647392185606
Jaipur,Chilli,Kharif,17124.643269769673,39.94682040141496,6840.750491357886
Nagaur,Coriander,Kharif,17859.409901739735,33.3939576972328,5963.963787562373
Jodhpur,Onion,Rabi,13162.687876078686,34.61476947608473,4556.234065161191
Sri Ganganagar,Fennel,Kharif,11568.821378038014,47.04249745736778,5442.262502610953
Sri Ganganagar,Fennel,Kharif,14900.310028066617,29.09070761746067,4334.6056243600315
Hanumangarh,Maize,Rabi,14614.387465683209,36.64187959474855,5354.986258685665
Nagaur,Pomegranate,Kharif,13353.825276777116,42.40901776340223,5663.226133722104
Jaipur,Fennel,Kharif,15479.569175992201,44.80485414344646,6935.598391337203
Sri Ganganagar,Citrus,Kharif,18797.1235225941,31.700650977681708,5958.810521741265
Jaipur,Cumin,Rabi,17908.37160158021,35.01365971752969,6270.376293528017
Ajmer,Fenugreek,Kharif,13061.318070468591,56.12485581830605,7330.645935020851
Udaipur,Chilli,Kharif,11419.08950473056,50.37604310713397,5752.485451345277
Hanumangarh,Oilseeds,Kharif,18001.746954128936,25.59988960497462,4608.427347223889
Kota,Cotton,Rabi,19177.395900192987,47.45603099132701,9100.83094172506
Udaipur,Fennel,Rabi,15866.080887839571,31.35178599172657,4974.299725229693
Ajmer,Sugarcane,Kharif,14597.073775588357,48.32675721849371,7054.292404532998
Udaipur,Guava,Kharif,17380.466161656637,32.708214739175695,5684.840194824421
Bhilwara,Gram,Kharif,18913.02072863446,21.962600123464874,4153.791113898009
Nagaur,Cumin,Rabi,18097.638613024974,40.952385756916094,7411.4147776985865
Ajmer,Chilli,Rabi,11727.100709354405,44.769456966572896,5250.159305501085
Alwar,Chilli,Kharif,11682.885994542194,34.56841518299415,4038.5885359492213
Kota,Pulses,Rabi,14075.897147442776,36.18381391608939,5093.196430850829
Nagaur,Tomato,Rabi,18930.926238358825,37.502724142797746,7099.613044848228
Kota,Mustard,Kharif,13313.495920265093,32.61869809818563,4342.6890405455315
Kota,Mango,Rabi,9949.685423337149,23.093666195094418,2297.747139127448
Sri Ganganagar,Bajra,Rabi,17894.554899292372,45.773495746881196,8190.963325750915
Kota,Onion,Rabi,11296.953384360233,26.56231727937325,3000.7326008566592
Alwar,Fennel,Kharif,14920.782729123219,36.06777786931919,5381.594771103903
Bhilwara,Pomegranate,Rabi,12571.189440235063,27.04328016792173,3399.6619807629595
Ajmer,Guava,Rabi,13578.481958787252,47.231800332726536,6413.361486989689
Hanumangarh,Bajra,Rabi,16638.8527440111,41.94562486435485,6979.270753735309
Ajmer,Maize,Kharif,13690.842328420295,32.44276107366014,4441.687265580925
Jodhpur,Pomegranate,Kharif,14734.911122383994,28.095978828246782,4139.917509305987
Jaipur,Sugarcane,Kharif,14223.611811998693,42.216938996942154,6004.773521833346
Hanumangarh,Coriander,Kharif,16682.758343823716,34.782581105594055,5802.693951590743
Kota,Mango,Kharif,17090.863213532208,32.84691106582253,5613.820640130302
Ajmer,Oilseeds,Kharif,18519.373912759926,26.419897079270488,4892.799527476441
Ajmer,Pulses,Rabi,14678.093567987313,45.2928541155821,6648.127506697134
Nagaur,Chilli,Rabi,10287.371543794503,24.915193585390895,2563.118534984816
Jaipur,Pomegranate,Kharif,11418.224980802834,44.91421135478199,5128.4057008423
Nagaur,Barley,Rabi,20000.0,50.82013218638949,10164.026437277898
Jaipur,Barley,Rabi,16914.15330432227,37.19334966462981,6290.940181288119
Alwar,Gram,Kharif,9596.826797541784,34.85961780010783,3345.4171425613936
Kota,Bajra,Rabi,12636.648744275284,30.508423803967904,3855.242353522292
Jodhpur,Fenugreek,Kharif,14495.56854424563,38.65467557017766,5603.214992830874
Kota,Citrus,Rabi,9062.100568872636,40.61594407360978,3680.6576989475843
Nagaur,Gram,Kharif,11781.77092278058,28.516623841631603,3359.763295932067
Jodhpur,Onion,Rabi,20000.0,36.52681655552511,7305.363311105021
Sri Ganganagar,Chilli,Rabi,7409.137431761011,32.97711746817838,2443.319954250603
Alwar,Sugarcane,Rabi,18302.878904995712,31.073936494306125,5687.424967568119
Bhilwara,Bajra,Kharif,11311.35121664275,34.91736486141905,3949.625775071712
Jaipur,Wheat,Rabi,13604.06862965984,47.16692410038034,6416.620725115308
Nagaur,Fenugreek,Kharif,20000.0,24.410787127877025,4882.157425575406
Jodhpur,Chilli,Rabi,15761.21898448372,45.10433775927885,7108.993445741116
Jodhpur,Cotton,Rabi,18257.358974818042,36.77562356813184,6714.257610061618
Sri Ganganagar,Cotton,Kharif,15924.151618512307,25.22384888440335,4016.6839403768145
Kota,Barley,Kharif,15807.380823735322,32.838328687043195,5190.879671710842
Udaipur,Citrus,Rabi,16864.71566956815,26.36315487679913,4446.071111500063
Jaipur,Wheat,Rabi,16131.30118170656,41.46218956661751,6688.390675521185
Kota,Mango,Kharif,18378.150752316506,47.119773362701714,8659.742982747197
Nagaur,Cotton,Rabi,9680.902595379355,38.64590735079463,3741.2726477309784
Udaipur,Oilseeds,Rabi,12282.803097412143,32.72998489008651,4020.1595978620726
Bhilwara,Cotton,Kharif,13213.016117869523,48.054226466545266,6349.412688342149
Bhilwara,Citrus,Rabi,8592.977358063914,36.55764285357766,3141.3899730497988
Jaipur,Oilseeds,Rabi,18168.170427198154,36.1909741403661,6575.2378610849255
Nagaur,Onion,Kharif,14835.31799815114,30.374798429757718,4506.1979383519765
Alwar,Guava,Rabi,16563.367285138014,49.5688016624422,8210.262678191899
Kota,Onion,Kharif,16666.813398010345,28.072681228336187,4678.82139614507
Alwar,Tomato,Rabi,14407.984739078021,26.181265324025084,3772.19271238306
Udaipur,Wheat,Rabi,14415.275158941957,55.05358603346322,7936.125911588561
Udaipur,Chilli,Rabi,16780.670166842585,25.28837342455894,4243.55853493471
Ajmer,Onion,Kharif,16967.702329589283,42.40272779776313,7194.768632350457
Alwar,Pulses,Rabi,14943.873730662308,24.30851493726764,3632.633778024462
Kota,Chilli,Kharif,18372.33815995804,50.683521087244344,9311.747885522173
Kota,Mustard,Kharif,12681.366996529174,34.359762926007555,4357.287635784389
Udaipur,Cotton,Rabi,12085.029796376142,32.47576560533053,3924.7059500054693
Hanumangarh,Fennel,Kharif,13119.848326230105,38.10736713430881,4999.628769140976
Ajmer,Mustard,Kharif,17859.37513612826,37.957202552431575,6778.919195018805
Nagaur,Tomato,Rabi,17175.287360543993,48.81055821848118,8383.353636309765
Bhilwara,Mango,Rabi,13075.555214331143,51.65550933795918,6754.244644728833
Jaipur,Gram,Kharif,17401.228575683046,37.97175049507164,6607.551097835475
Hanumangarh,Garlic,Rabi,18566.74011442393,48.88096445615971,9075.601635999108
Nagaur,Coriander,Kharif,16054.344622624749,52.30952904268185,8397.952062984124
Hanumangarh,Bajra,Kharif,14920.43622225282,44.458956374751416,6633.47023097399
Udaipur,Barley,Rabi,14510.799108168709,42.67334364354665,6192.243168853535
